,0
345,64.13459472126846
346,66.10303091639528
347,67.09685369776845
348,63.9061002141824
349,63.00851101565062
350,63.37971263506597
351,63.172756083599765
352,64.79957500613166
353,63.59775343191998
354,64.07031380896453
355,65.75789947921282
356,64.02281916775276
357,63.043481455681594
358,63.55062891178389
359,65.44059084530237
360,64.12085970022846
361,64.73257144967137
362,63.025334734772954
363,62.69275011219701
364,64.23979504259817
365,64.94773463578517
366,64.54194926629319
367,66.03306601981302
368,68.66098352331848
369,69.03466558268426
370,64.9840533104548
371,66.74975006750248
372,67.3104773927645
373,66.8808498937811
374,68.36821079190828
375,67.86656247669616
376,68.33961795352118
377,68.41447485003826
378,68.82608449663792
379,66.89788327441896
380,64.16944154444343
381,64.38495534129086
382,64.85606064048886
383,65.91009077902314
384,68.476767190902
385,69.83812931713297
386,66.8176972535588
387,64.89153540454231
388,65.42757671708193
389,64.90139483300393
390,65.26818158794717
391,66.92913905225356
392,66.13272897160584
393,67.42958420445716
394,67.42958420445716
395,65.42617937424268
396,62.521571480873526
397,62.119706933393076
398,56.81255116581821
399,54.413811125992225
400,54.298701894125756
401,51.76066071888844
402,50.43659503401859
403,50.35128396477889
404,49.58383539125844
405,47.722539330519346
406,48.02881724238064
407,46.68363555977048
408,47.855761270333346
409,46.89835221021397
410,47.58575245315994
411,48.29523766285414
412,45.803563871642076
413,46.82747264621863
414,46.52247034172367
415,49.537677245473816
416,51.46731885738168
417,52.193419083640535
418,51.40283216882401
419,51.72374691100938
420,48.73090948655929
421,44.50491989695447
422,44.17183995897142
423,44.66131178427155
424,40.64980572457282
425,40.40180993267323
426,41.83513347724256
427,41.22440442989415
428,43.48539770919553
429,45.06109438248295
430,43.68162608429562
431,42.04019883956579
432,42.09258413166525
433,42.74794382139061
434,39.153132355168545
435,38.66952391623253
436,38.000201030053994
437,39.06842907155358
438,41.04911222450547
439,40.03916046979418
440,40.26722356595903
441,40.481982303908154
442,42.45274661685149
443,41.83317877221143
444,41.239821560528256
445,42.373379389860936
446,44.15444471763525
447,43.959608981520844
448,48.24061079752333
449,49.06960912426412
450,47.841254879204996
451,48.491550005657324
452,47.25902477952428
453,47.418908876713076
454,46.71253854482666
455,46.54478905804895
456,44.9170342078953
457,46.92488063960222
458,47.8024227544237
459,47.322849377071606
460,48.31088501064715
461,48.155085370480094
462,50.14611359634332
463,50.33426480827981
464,50.869334805553635
465,49.32336115972686
466,47.0173137688498
467,49.1976861167002
468,47.45688754972592
469,48.798132204078065
470,52.904319675109804
471,57.2192481369884
472,56.88808775024929
473,57.185298038468865
474,58.75670459742226
475,60.626379542855126
476,58.86382131555431
477,59.26993325340279
478,58.03281553038087
479,56.66233972859518
480,59.7308048540559
481,61.691203068656236
482,59.76259158976738
483,61.16115958813886
484,63.63513180158363
485,65.87639293747092
486,66.40439683307324
487,64.0347308230596
488,63.56457634392632
489,66.14450922205506
490,65.66302169913368
491,64.64959067253447
492,62.035569477337006
493,61.81075222611663
494,60.60644483489413
495,59.75864155266449
496,58.43475399137592
497,59.454052688907645
498,59.61101998256024
499,61.1118621595231
500,61.32753664012726
501,56.34820769295181
502,57.19710579652024
503,55.485776322568455
504,54.748456710379784
505,58.65452442627988
506,61.44199751267579
507,61.3061451763102
508,59.807684670781185
509,59.73023817018562
510,56.27761612456429
511,53.439211579990776
512,57.55168977669708
513,57.73816534983818
514,57.599788786670494
515,57.716931726399714
516,57.572334415573245
517,55.10043208161412
518,54.992130694450225
519,52.88422022779624
520,50.01935652834855
521,46.657429052839774
522,48.27165056639375
523,46.548332152997816
524,48.198195436819205
525,48.79047252988812
526,49.657954414550304
527,49.112006281225696
528,49.062772642925786
529,48.668426599910745
530,47.10802256767318
531,45.80423362887093
532,46.64337175461262
533,43.10195302160047
534,43.29009568613122
535,42.43575966355354
536,42.876881780308466
537,43.24633519479407
538,41.396825126173205
539,40.04157558213646
540,39.30539781171487
541,39.240020490811155
542,39.53848717127076
543,36.53182552139204
544,35.282907308203264
545,34.92924997669796
546,35.32919953262693
547,36.873675490032795
548,38.26777883434409
549,38.30325252965368
550,37.84643808526826
551,42.387377295136254
552,42.90939915990152
553,44.93004799990328
554,46.90534570504949
555,45.72633709373545
556,42.130527255746465
557,42.03777750992651
558,41.64210055643191
559,40.89223888417928
560,44.28570945774683
561,43.858302411602175
562,39.27087319814008
563,36.62584840440152
564,35.471101119057565
565,34.11282680604114
566,34.9951774193341
567,34.661252560725785
568,36.346171527831956
569,35.83007504814077
570,42.6203414588851
571,45.433395049049174
572,41.888949854198586
573,40.81427331370313
574,38.96861170650431
575,37.4294018015509
576,36.50933372013007
577,37.5415549289524
578,37.906325295633884
579,40.05703846832967
580,41.57678179057121
581,41.71594465021981
582,44.462259603424656
583,43.70533783657021
584,43.577116474463494
585,45.27994413118503
586,49.53613035480594
587,49.61982643390835
588,50.585674836305955
589,50.05251630234528
590,51.495021519463116
591,51.082864302626426
592,53.05519531368835
593,55.87534118885685
594,59.58529627643014
595,60.22099963177768
596,60.30413926652913
597,60.08341050355387
598,59.80000604248231
599,58.75012410896563
600,57.653806214980335
601,58.154052541419816
602,58.37109056897864
603,58.04759469085861
604,57.48597134188471
605,56.792719620294804
606,61.997040660064
607,61.758131627860394
608,63.31700899057087
609,63.148952328865484
610,62.67742241929945
611,61.39667279921993
612,67.26190425506249
613,69.7015639137319
614,69.79842436506513
615,69.2327987180092
616,70.1325316044129
617,69.39085939246789
618,66.4528294641303
619,66.28928005279799
620,64.35635255638988
621,64.17611383509252
622,67.6317168460921
623,69.86496188285003
624,68.5853801482442
625,70.74188682061111
626,72.78047911661797
627,72.87884999252412
628,73.68504830936085
629,73.55014321919596
630,73.54802227981193
631,74.77049495975663
632,70.83622632917871
633,73.2381308870899
634,74.58830485997888
635,73.93662548949416
636,68.2496384820137
637,66.63011201926128
638,66.48312435771594
639,66.21047525229686
640,66.00189418616714
641,63.51381878540455
642,62.0847243946734
643,61.88400730378676
644,61.27807939084553
645,61.412361712703
646,62.37608901949873
647,60.29545102213651
648,60.35222348048586
649,56.467859669820825
650,57.26629766465202
651,57.11009568131005
652,58.15384424957534
653,58.909569229195945
654,58.99123006525245
655,59.75790345260125
656,59.394721910449746
657,60.11995920955703
658,60.06940071121474
659,60.56650831939171
660,60.085806270734814
661,61.62173504738772
662,56.63257759890321
663,55.40381128487151
664,55.11138810048043
665,56.18236635839488
666,53.990575860650914
667,56.25201874975381
668,58.040625430241114
669,56.152360861501315
670,55.06576728376089
671,55.27965175327843
672,53.066519340950656
673,52.77573987181468
674,53.9545003275192
675,52.53844453864588
676,51.106195287759306
677,50.424143860790295
678,45.58123391420298
679,45.09209664223565
680,46.53843072247183
681,48.27730616792353
682,50.27498469791112
683,48.20404474566721
684,46.81467952931832
685,46.19128395643189
686,49.359336065464184
687,51.77465520673795
688,54.068737333151965
